Timestamp,Team Name,Puzzle name,Answer,Status,Puzzle Points,Cumulative Points
1/15/16 17:56,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Whistle Training,ECUADORIANHUNTERS,CORRECT,10,90
1/15/16 17:56,Codex Rotundus,Obedience Training,LEAKPROOF BREEDERS,NOT CORRECT,0,85
1/15/16 17:56,Palindrome,Crimes Against Cruciverbalism,ATROCITY,CORRECT,10,155
1/15/16 17:56,Left as an Exercise for the Reader,Pictocryptolists,tenpm,CORRECT,5,40
1/15/16 17:56,I'm not a planet either,Always Amusing,ali,NOT CORRECT,0,5
1/15/16 17:57,Frumious Bandersnatch,Don't Cross an Alpha Bitch!,cig,NOT CORRECT,0,40
1/15/16 17:58,wafflehaÌ_s,Tracking,yorkshire terrier,NOT CORRECT,0,50
1/15/16 17:58,Hunches in Bunches,Travelogue,COUNTRY SUNRISE,CORRECT,5,65
1/15/16 17:59,Random Name Generator,Before and After,PEER,CORRECT,5,30
1/15/16 17:59,Codex Rotundus,See Spot Run,AGFA,CORRECT,5,90
1/15/16 17:59,Sunscreen,before and after,peer,CORRECT,5,10
1/15/16 18:00,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Spot the Dog,RED SCENT,NOT CORRECT,0,90
1/15/16 18:00,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Mad Dogs,diamondjim,CORRECT,5,95
1/15/16 18:00,Setec Astronomy,Travelogue,country sunrise,CORRECT,5,165
1/15/16 18:00,Up Late,Gaming the System,NERD,NOT CORRECT,0,55
1/15/16 18:01,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Off The Leash,yttria,NOT CORRECT,0,95
1/15/16 18:01,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Spot the Dog,RED CENT,CORRECT,5,100
1/15/16 18:01,Codex Rotundus,Obedience Training,GOOFPROOF BREEDERS,CORRECT,10,100
1/15/16 18:01,Codex Rotundus,Pictocryptolists,TEN PM,CORRECT,5,105
1/15/16 18:02,Sleipnir's Wranglers,Road Trip,OLD MEIDS,NOT CORRECT,0,5
1/15/16 18:02,Codex Rotundus,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",GOVERNOR MOSCOW,NOT CORRECT,0,105
1/15/16 18:02,Left as an Exercise for the Reader,Gaming the System,SWORD,NOT CORRECT,0,40
1/15/16 18:02,Metaphysical Plant,Whistle Training,ecuadorian hunters,CORRECT,10,85
1/15/16 18:02,Knock Knock,Paddywhack,BONEATPETREAT,NOT CORRECT,0,105
1/15/16 18:03,Metaphysical Plant,Spot the Dog,RED CENT,CORRECT,5,90
1/15/16 18:04,Rage Against the Dying of the Warehouse,Road Trip,OLDMAIDS,CORRECT,5,75
1/15/16 18:05,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Off The Leash,yttric,NOT CORRECT,0,100
1/15/16 18:05,Not So Great Ideas,See Spot Run,tape,NOT CORRECT,0,20
1/15/16 18:06,Om Nom Nom Nom,The Contest,LADEN,CORRECT,5,35
1/15/16 18:06,Metaphysical Plant,Road Trip,EL DORADO,NOT CORRECT,0,90
1/15/16 18:06,Setec Astronomy,Mad Dogs,crown prince,NOT CORRECT,0,165
1/15/16 18:06,Up Late,Gaming the System,NERDS,CORRECT,5,60
1/15/16 18:06,Setec Astronomy,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",crownprince,CORRECT,5,170
1/15/16 18:06,Setec Astronomy,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",diamondjim,NOT CORRECT,0,170
1/15/16 18:07,Setec Astronomy,Mad Dogs,diamondjim,CORRECT,5,175
1/15/16 18:07,ET Phone In Answer,Dog Food,umeshu,NOT CORRECT,0,15
1/15/16 18:07,Super Team Awesome,You Complete Me,PINK ROD,NOT CORRECT,0,30
1/15/16 18:07,Setec Astronomy,Mad Dogs,crownprince,NOT CORRECT - DUPLICATE,0,175
1/15/16 18:08,Sleipnir's Wranglers,Road Trip,Old Maids,CORRECT,5,10
1/15/16 18:08,Metaphysical Plant,Paddywhack,el dorado,NOT CORRECT,0,90
1/15/16 18:08,Not So Great Ideas,See Spot Run,Agfa,CORRECT,5,25
1/15/16 18:09,Super Team Awesome,The Contest,Doberman,NOT CORRECT,0,30
1/15/16 18:09,Rage Against the Dying of the Warehouse,Meshed Together,ESCL,NOT CORRECT,0,75
1/15/16 18:09,Grand Unified Theory of Love,Dog Food,plums,NOT CORRECT,0,20
1/15/16 18:09,Rage Against the Dying of the Warehouse,Meshed Together,ENSUE,NOT CORRECT,0,75
1/15/16 18:09,ET Phone In Answer,Don't Cross an Alpha Bitch!,NATIONAL ACCLAIM,CORRECT,5,20
1/15/16 18:10,The Providence Transplantations,Dog Food,PLUM WINE,CORRECT,5,70
1/15/16 18:10,Knock Knock,Paddywhack,MILKDRY,CORRECT,5,110
1/15/16 18:11,Test Solution Please Ignore,Always Amusing,ANSWERUSAGE,NOT CORRECT,0,35
1/15/16 18:11,"Immoral, Illegal, and Fattening",Off The Leash,Pb free,CORRECT,5,155
1/15/16 18:11,Knock Knock,Off The Leash,PHLOEM,NOT CORRECT - DUPLICATE,0,110
1/15/16 18:12,MCM Studios,Gaming the System,answers with,NOT CORRECT - DUPLICATE,0,0
1/15/16 18:12,Palindrome,ASCII Characters,laryngal,NOT CORRECT,0,155
1/15/16 18:13,Test Solution Please Ignore,always amusing,usage,CORRECT,5,40
1/15/16 18:13,Rage Against the Dying of the Warehouse,Meshed Together,seine,CORRECT,5,80
1/15/16 18:14,Not So Great Ideas,Gaming the System,swith,NOT CORRECT,0,25
1/15/16 18:15,Metaphysical Plant,Tracking,dangerous liasons,NOT CORRECT,0,90
1/15/16 18:15,I'm not a planet either,Mad Dogs,Diamond Jim,CORRECT,5,10
1/15/16 18:15,Knock Knock,Off The Leash,pbfree,CORRECT,5,115
1/15/16 18:15,Death And Mayhem,You Complete Me,HAVENOT,CORRECT,5,90
1/15/16 18:16,Grand Unified Theory of Love,Always Amusing,Jimmy Pardo,NOT CORRECT,0,20
1/15/16 18:16,ET Phone In Answer,Dog Food,plumwine,CORRECT,5,25
1/15/16 18:17,ET Phone In Answer,Something For Everyone,lancelot,NOT CORRECT,0,25
1/15/16 18:17,Random Name Generator,See Spot Run,ALAN,NOT CORRECT,0,30
1/15/16 18:17,Random Name Generator,See Spot Run,ADAM,NOT CORRECT,0,30
1/15/16 18:18,Grand Unified Theory of Love,Dog Food,Umeshu and Ume Syrup,NOT CORRECT,0,20
1/15/16 18:19,Rage Against the Dying of the Warehouse,Pictocryptolists,TENPM,CORRECT,5,85
1/15/16 18:19,Codex Rotundus,Ribbons,JUSTIFIED CHAMPIONS,CORRECT,10,115
1/15/16 18:19,Left out,Crimes Against Cruciverbalism,anhonestmistake,NOT CORRECT,0,185
1/15/16 18:20,wafflehaÌ_s,Ladder Dogs,malformations,NOT CORRECT,0,50
1/15/16 18:20,Codex Rotundus,Paddywhack,CALLBOY,NOT CORRECT,0,115
1/15/16 18:21,Random Name Generator,Obedience Training,FOOLPROOF BREEDERS,NOT CORRECT,0,30
1/15/16 18:21,Donner Party,Off The Leash,PBFREE,CORRECT,5,30
1/15/16 18:21,Death And Mayhem,Off The Leash,PBFREE,CORRECT,5,95
1/15/16 18:21,Grand Unified Theory of Love,Always Amusing,Scott Aukerman,NOT CORRECT,0,20
1/15/16 18:22,Metaphysical Plant,Road Trip,old maids,CORRECT,5,95
1/15/16 18:22,ET Phone In Answer,Something for Everyone,Garden,NOT CORRECT,0,25
1/15/16 18:22,Grand Unified Theory of Love,Dog Food,Umeshu,NOT CORRECT,0,20
1/15/16 18:23,ET Phone In Answer,Something For Everyone,bark park,NOT CORRECT,0,25
1/15/16 18:25,Codex Rotundus,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",COUNTRY SUNRISE,NOT CORRECT,0,115
1/15/16 18:25,Death And Mayhem,Obstacle Training,INTENTIONLESSFLEABAGS,CORRECT,10,105
1/15/16 18:25,ducksoup,"Bits Of Nomenclature, Zoned Appropriately",rood,CORRECT,5,25
1/15/16 18:25,Super Team Awesome,Pictocryptolists,TENPM,CORRECT,5,35
1/15/16 18:25,Palindrome,ASCII Characters,wallaroo,CORRECT,10,165
1/15/16 18:26,Team Unseen,Ladder Dogs,ISTHMUS OF SUEZ,CORRECT,5,25
1/15/16 18:26,Sleipnir's Wranglers,Before and After,Vacuum,NOT CORRECT,0,10
1/15/16 18:26,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Travelogue,MOSCOW,NOT CORRECT,0,100
1/15/16 18:27,Wobbly Hedgehog Syndrome,Dog Food,PLUM WINE,CORRECT,5,25
1/15/16 18:27,Rage Against the Dying of the Warehouse,Tracking,auslander dingoes,CORRECT,10,95
1/15/16 18:27,Test Solution Please Ignore,Gaming the System,stab,NOT CORRECT,0,40
1/15/16 18:27,Not So Great Ideas,Obedience Training,Obedience Training,NOT CORRECT,0,25
1/15/16 18:27,Grand Unified Theory of Love,Road Trip,OLDMAINS,NOT CORRECT,0,20
1/15/16 18:27,Metaphysical Plant,Mad Dogs,DIAMOND JIM,CORRECT,5,100
1/15/16 18:27,Knock Knock,Dog Show,headphones,NOT CORRECT,0,115
1/15/16 18:27,Codex Rotundus,Dog Show,SLEEPING DOGS OFTEN LIE,CORRECT,25,140
1/15/16 18:28,Super Team Awesome,Gaming the System,Longest Word,NOT CORRECT,0,35
1/15/16 18:28,Metaphysical Plant,Paddywhack,MUDFLAP,NOT CORRECT,0,100
1/15/16 18:29,Super Team Awesome,Something For Everyone,havenot,NOT CORRECT,0,35
1/15/16 18:29,Frumious Bandersnatch,GAMING THE SYSTEM,ANSWERSWITH,NOT CORRECT,0,40
1/15/16 18:29,Left as an Exercise for the Reader,Obedience Training,FOOLPROOF BREEDERS,NOT CORRECT,0,40
1/15/16 18:30,Super Team Awesome,You Complete Me,havenot,CORRECT,5,40
1/15/16 18:30,Grand Unified Theory of Love,Road Trip,OLDMAIDS,CORRECT,5,25
1/15/16 18:30,Metaphysical Plant,Paddywhack,callboy,NOT CORRECT,0,100
1/15/16 18:31,Super Team Awesome,See Spot Run,Gosselaar,NOT CORRECT,0,40
1/15/16 18:31,ET Phone In Answer,See Spot Run,AJAR,NOT CORRECT,0,25
1/15/16 18:31,Random Name Generator,See Spot Run,FALA,NOT CORRECT,0,30
1/15/16 18:31,Not So Great Ideas,Gaming the System,with,NOT CORRECT,0,25
1/15/16 18:31,"Immoral, Illegal, and Fattening",Feel the Music,Oratorio,CORRECT,10,165
1/15/16 18:32,I'm not a planet either,Always Amusing,Rosen,NOT CORRECT,0,10
1/15/16 18:32,Knock Knock,Dog Show,TEAM PHOTOS,NOT CORRECT,0,115
1/15/16 18:33,Team Unseen,Dog Food,Plum wine,CORRECT,5,30
1/15/16 18:33,wafflehaÌ_s,Ladder Dogs,inflammations,NOT CORRECT,0,50
1/15/16 18:33,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Off The Leash,BPA FREE,NOT CORRECT,0,100
1/15/16 18:33,ET Phone In Answer,Obedience Training,APIRU,NOT CORRECT,0,25
1/15/16 18:33,Rage Against the Dying of the Warehouse,Always Amusing,USAGE,CORRECT,5,100
1/15/16 18:34,Left as an Exercise for the Reader,Paddywhack,phloem,NOT CORRECT,0,40
1/15/16 18:35,Sleipnir's Wranglers,Before and After,peer,CORRECT,5,15
1/15/16 18:35,Grand Unified Theory of Love,Dog Food,plum wine,CORRECT,5,30
1/15/16 18:35,Super Team Awesome,See Spot Run,GALA,NOT CORRECT,0,40
1/15/16 18:35,Codex Rotundus,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",CROWN PRINCE,CORRECT,5,145
1/15/16 18:35,Frumious Bandersnatch,Meshed Together,SAN,NOT CORRECT,0,40
1/15/16 18:36,Codex Rotundus,Travelogue,COUNTRY SUNRISE,CORRECT,5,150
1/15/16 18:36,Left as an Exercise for the Reader,See Spot Run,AFAR,NOT CORRECT,0,40
1/15/16 18:36,Control Group,Road Trip,OLD MAIDS,CORRECT,5,20
1/15/16 18:36,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Off The Leash,pbfree,CORRECT,5,105
1/15/16 18:37,Knock Knock,Dog Show,TEAM SPORTS,NOT CORRECT,0,115
1/15/16 18:37,Death And Mayhem,Whistle Training,ONEVOTEBOXDESIGNS,NOT CORRECT,0,105
1/15/16 18:37,Metaphysical Plant,Paddywhack,CALL DOG,NOT CORRECT,0,100
1/15/16 18:38,Setec Astronomy,Feel the Music,ORATORIO,CORRECT,10,185
1/15/16 18:38,wafflehaÌ_s,Ladder Dogs,isthmusofsuez,CORRECT,5,55
1/15/16 18:38,Palindrome,Quilt by Association,CORD TEST,NOT CORRECT,0,165
1/15/16 18:38,Hunches in Bunches,Road Trip,OLDMAZDA,NOT CORRECT,0,65
1/15/16 18:39,ET Phone In Answer,See Spot Run,alas,NOT CORRECT,0,25
1/15/16 18:39,Palindrome,Quilt By Association,CORE TEST,NOT CORRECT,0,165
1/15/16 18:39,Death And Mayhem,Pictocryptolists,TENPM,CORRECT,5,110
1/15/16 18:39,Left as an Exercise for the Reader,Obedience Training,odorproof breeders,NOT CORRECT,0,40
1/15/16 18:40,Codex Rotundus,Paddywhack,WILDDOG (backsolve),NOT CORRECT,0,150
1/15/16 18:41,Metaphysical Plant,Paddywhack,wild dog,NOT CORRECT,0,100
1/15/16 18:42,Frumious Bandersnatch,Paddywhack,MILK DRY,CORRECT,5,45
1/15/16 18:42,Knock Knock,Tracking,ANTARCTIC ISLANDS,NOT CORRECT,0,115
1/15/16 18:42,Knock Knock,Dog Show,PEACE CORPS,NOT CORRECT,0,115
1/15/16 18:42,The Providence Transplantations,Tracking,AUSLANDER DINGOES,CORRECT,10,80
1/15/16 18:42,Hunches in Bunches,See Spot Run,AGFA,CORRECT,5,70
1/15/16 18:42,Death And Mayhem,Paddywhack,MILKDRY,CORRECT,5,115
1/15/16 18:43,Hunches in Bunches,Road Trip,OLDMAIDS,CORRECT,5,75
1/15/16 18:43,Test Solution Please Ignore,Gaming the System,SWITH,NOT CORRECT,0,40
1/15/16 18:44,Hunches in Bunches,Obedience Training,GOOFPROOF BREEDERS,CORRECT,10,85
1/15/16 18:44,Hunches in Bunches,Obedience Training,goofproof breeders,CORRECT - DUPLICATE,0,85
1/15/16 18:44,Hunches in Bunches,Obedience Training,goofproof boarders,NOT CORRECT,0,85
1/15/16 18:45,ET Phone In Answer,See Spot Run,SAGA,NOT CORRECT,0,25
1/15/16 18:45,Knock Knock,Tracking,DANGEROUSLIAISON,NOT CORRECT,0,115
1/15/16 18:45,Codex Rotundus,Tracking,AUSLANDER DINGOES,CORRECT,10,160
1/15/16 18:46,ET Phone In Answer,See Spot Run,AFAR,NOT CORRECT,0,25
1/15/16 18:46,Super Team Awesome,The Contest,LADEN,CORRECT,5,45
1/15/16 18:47,Left as an Exercise for the Reader,See Spot Run,ADAR,NOT CORRECT,0,40
1/15/16 18:47,Palindrome,Meet the Loremipsumstanis,SELA WARD,CORRECT,10,175
1/15/16 18:48,Hunches in Bunches,Paddywhack,redflag,NOT CORRECT,0,85
1/15/16 18:48,ET Phone In Answer,Obedience Training,FIREPROOFBOARDERS,NOT CORRECT,0,25
1/15/16 18:48,Hunches in Bunches,Paddywhack,wolfdog,NOT CORRECT,0,85
1/15/16 18:50,Frumious Bandersnatch,Meshed Together,UNO,NOT CORRECT,0,45
1/15/16 18:50,Super Team Awesome,See Spot Run,gaga,NOT CORRECT,0,45
1/15/16 18:50,"Immoral, Illegal, and Fattening",Always Amusing,SAGES,NOT CORRECT,0,165
1/15/16 18:51,Central Services,Off The Leash,PBFREE,CORRECT,5,70
1/15/16 18:52,Left as an Exercise for the Reader,Don't Cross an Alpha Bitch!,NATIONALACCLAIM,CORRECT,5,45
1/15/16 18:52,Singles Ready to Stay Indoors,Before and After,retreat,NOT CORRECT,0,0
1/15/16 18:53,Hunches in Bunches,Don't Cross an Alpha Bitch!,nationalacclaim,CORRECT,5,90
1/15/16 18:53,Not So Great Ideas,Dog Show,AUDIO,NOT CORRECT,0,25
1/15/16 18:53,Codex Rotundus,Obstacle Training,INTUITIONLESS FEELINGS,NOT CORRECT,0,160
1/15/16 18:53,Super Team Awesome,Whistle Training,ecuadorianhunters,CORRECT,10,55
1/15/16 18:53,Not So Great Ideas,Something For Everyone,AUDIO,CORRECT,5,30
1/15/16 18:53,Test Solution Please Ignore,Gaming the System,SWITH,NOT CORRECT - DUPLICATE,0,40
1/15/16 18:53,Rage Against the Dying of the Warehouse,See Spot Run,NASA,NOT CORRECT,0,100
1/15/16 18:54,Relatively Theoretical Constructs,Paddywhack,milk dry,CORRECT,5,15
1/15/16 18:54,Relatively Theoretical Constructs,Gaming the System,NERD,NOT CORRECT,0,15
1/15/16 18:54,Test Solution Please Ignore,Dog Food,hamburgers,NOT CORRECT,0,40
1/15/16 18:55,Super Team Awesome,Gaming the System,with,NOT CORRECT,0,55
1/15/16 18:56,Left as an Exercise for the Reader,Obedience Training,GOOFPROOF BREEDERS,CORRECT,10,55
1/15/16 18:56,Metaphysical Plant,Paddywhack,wolf dog,NOT CORRECT,0,100
1/15/16 18:56,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Off the Leash,WILD DOG,NOT CORRECT - DUPLICATE,0,105
1/15/16 18:56,Rage Against the Dying of the Warehouse,Obstacle Training,INTENTIONLESS FLEABAGS,CORRECT,10,110
1/15/16 18:56,Central Services,Tracking,Usama Bin Laden,NOT CORRECT,0,70
1/15/16 18:57,Rage Against the Dying of the Warehouse,See Spot Run,AGFA,CORRECT,5,115
1/15/16 18:57,Super Team Awesome,Whistle Training,EQUADORIAN HUNTERS,NOT CORRECT,0,55
1/15/16 18:57,The Providence Transplantations,Off The Leash,JDDREW,NOT CORRECT,0,80
1/15/16 18:58,Grand Unified Theory of Love,Pictocryptolists,OUT,NOT CORRECT,0,30
1/15/16 18:58,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Paddywhack,WOLFDOG,NOT CORRECT,0,105
1/15/16 18:58,Left out,Meet the Loremipsumstanis,John Hurt,NOT CORRECT,0,185
1/15/16 18:58,wafflehaÌ_s,"Bits Of Nomenclature, Zoned Appropriately",Rood,CORRECT,5,60
1/15/16 18:59,Frumious Bandersnatch,Don't Cross an Alpha Bitch!,NATIONAL ACCLAIM,CORRECT,5,50
1/15/16 18:59,Not So Great Ideas,Gaming the System,answerswith,NOT CORRECT,0,30
1/15/16 18:59,Test Solution Please Ignore,Gaming the System,NERDS,CORRECT,5,45
1/15/16 18:59,Test Solution Please Ignore,Obedience Training,HEATPROOF BREEDERS,NOT CORRECT,0,45
1/15/16 18:59,Frumious Bandersnatch,Meshed Together,SEINE,CORRECT,5,55
1/15/16 18:59,Rage Against the Dying of the Warehouse,Obedience Training,GOOFPROOF BREEDERS,CORRECT,10,125
1/15/16 18:59,BAH Interlopers,Meshed Together,SEINE,CORRECT,5,15
1/15/16 19:00,ET Phone In Answer,Obedience Training,FOOLPROOF BREEDERS,NOT CORRECT,0,25
1/15/16 19:00,Left out,Crimes Against Cruciverbalism,atrocity,CORRECT,10,195
1/15/16 19:00,The Providence Transplantations,Road Trip,OLDMAILS,NOT CORRECT,0,80
1/15/16 19:01,Palindrome,Quilt by Association,CORDLESS,CORRECT,10,185
1/15/16 19:01,Metaphysical Plant,Obstacle Training,INTENTIONLESS FLEABAGS,CORRECT,10,110
1/15/16 19:01,Singles Ready to Stay Indoors,Before and After,terrier,NOT CORRECT,0,0
1/15/16 19:01,Palindrome,Rip van Winkle,ball drop,NOT CORRECT,0,185
1/15/16 19:02,Grand Unified Theory of Love,Something For Everyone,AUDIO,CORRECT,5,35
1/15/16 19:02,Black Dynamite,Dog Food,dog anus,NOT CORRECT,0,0
1/15/16 19:03,Relatively Theoretical Constructs,Gaming the System,nerdalert,NOT CORRECT,0,15
1/15/16 19:03,Metaphysical Plant,Paddywhack,milkdry,CORRECT,5,115
1/15/16 19:03,Knock Knock,Dog Show,WEARYBONES,NOT CORRECT,0,115
1/15/16 19:03,Not So Great Ideas,Gaming the System,konami code,NOT CORRECT,0,30
1/15/16 19:04,Super Team Awesome,Whistle Training,EQUADORIANHUNTERS,NOT CORRECT - DUPLICATE,0,55
1/15/16 19:04,Super Team Awesome,Whistle Training,Ecuadorian Hunters,CORRECT - DUPLICATE,0,55
1/15/16 19:04,Left as an Exercise for the Reader,See Spot Run,agfa,CORRECT,5,60
1/15/16 19:04,Relatively Theoretical Constructs,Road Trip,oldsmobile,NOT CORRECT,0,15
1/15/16 19:04,Super Team Awesome,See Spot Run,AN AD,NOT CORRECT,0,55
1/15/16 19:05,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Paddywhack,WOLFBOY,NOT CORRECT,0,105
1/15/16 19:05,Up Late,Something For Everyone,rotten mechanic,NOT CORRECT,0,60
1/15/16 19:05,Palindrome,The Case of the Dangerous Game,SPORTAGE,CORRECT,10,195
1/15/16 19:06,Grand Unified Theory of Love,Pictocryptolists,TICK,NOT CORRECT,0,35
1/15/16 19:07,Knock Knock,Dog Show,WEARY BONES,NOT CORRECT - DUPLICATE,0,115
1/15/16 19:07,Up Late,See Spot Run,Alan,NOT CORRECT,0,60
1/15/16 19:07,Hunches in Bunches,Paddywhack,wilddog,NOT CORRECT,0,90
1/15/16 19:07,BELPEBAP,Pictocryptolists,clock,NOT CORRECT,0,0
1/15/16 19:07,Metaphysical Plant,Travelogue,country sunrise,CORRECT,5,120
1/15/16 19:07,The Providence Transplantations,Road Trip,OLD RAILS,NOT CORRECT,0,80
1/15/16 19:07,Relatively Theoretical Constructs,Gaming the System,nerds,CORRECT,5,20
1/15/16 19:08,Frumious Bandersnatch,Pictocryptolists,ten pm,CORRECT,5,60
1/15/16 19:08,Central Services,See Spot Run,AGFA,CORRECT,5,75
1/15/16 19:08,Palindrome,Quilt by Association,CORDLESS,CORRECT - DUPLICATE,0,195
1/15/16 19:08,Super Team Awesome,Gaming the System,set,NOT CORRECT,0,55
1/15/16 19:09,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Paddywhack,BONEAPPETREAT,NOT CORRECT,0,105
1/15/16 19:09,Om Nom Nom Nom,Meshed Together,IBEX,NOT CORRECT,0,35
1/15/16 19:09,Hunches in Bunches,Whistle Training,Ecuadorian Hunters,CORRECT,10,100
1/15/16 19:09,Palindrome,The Case of the Dangerous Game,sportage,CORRECT - DUPLICATE,0,195
1/15/16 19:09,Left out,The Case of the Dangerous Game,HHR,NOT CORRECT,0,195
1/15/16 19:09,The Providence Transplantations,Road Trip,OLD MAIDS,CORRECT,5,85
1/15/16 19:10,Left out,The Case of the Dangerous Game,Joy,NOT CORRECT,0,195
1/15/16 19:10,Singles Ready to Stay Indoors,Before and After,retriever,NOT CORRECT,0,0
1/15/16 19:10,Random Name Generator,Gaming the System,SWITH,NOT CORRECT,0,30
1/15/16 19:10,Wobbly Hedgehog Syndrome,Always Amusing,BRETT BUTLER,NOT CORRECT,0,25
1/15/16 19:10,Knock Knock,Obstacle Training,intentionlessfleabag,NOT CORRECT,0,115
1/15/16 19:11,Death And Mayhem,Ribbons,CERTIFIEDCHAMPIONS,NOT CORRECT,0,115
1/15/16 19:11,FIA,Whistle Training,ntzhdmyikjjzlwzvu,NOT CORRECT,0,0
1/15/16 19:11,Rage Against the Dying of the Warehouse,Dog Show,SLEEPINGDOGSOFTENLIE,CORRECT,25,150
1/15/16 19:11,Random Name Generator,Paddywhack,BONEAPPETREAT,NOT CORRECT,0,30
1/15/16 19:12,Metaphysical Plant,Ribbons,JUSTIFIED CHAMPIONS,CORRECT,10,130
1/15/16 19:12,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Paddywhack,BULLDOG,NOT CORRECT,0,105
1/15/16 19:12,Test Solution Please Ignore,Dog Food,plum wine,CORRECT,5,50
1/15/16 19:12,Palindrome,Rip van Winkle,DROP BALL,CORRECT,25,220
1/15/16 19:13,Palindrome,Indecipherable,pianotav,NOT CORRECT,0,220
1/15/16 19:14,Palindrome,Indecipherable,pianotab,CORRECT,10,230
1/15/16 19:14,Left out,On The Road,traipses,CORRECT,10,205
1/15/16 19:14,Knock Knock,Dog Show,SLEEPING DOGS OFTEN LIE,CORRECT,25,140
1/15/16 19:14,Knock Knock,Obstacle Training,intentionlessfleabags,CORRECT,10,150
1/15/16 19:14,Control Group,Meshed together,IBEX,NOT CORRECT,0,20
1/15/16 19:14,Hunches in Bunches,Dog Show,ambroseswingert,NOT CORRECT,0,100
1/15/16 19:14,Frumious Bandersnatch,See Spot Run,saga,NOT CORRECT,0,60
1/15/16 19:14,Palindrome,On The Road,traipses,CORRECT,10,240
1/15/16 19:15,Palindrome,On The Road,traipses,CORRECT - DUPLICATE,0,240
1/15/16 19:15,Codex Rotundus,Obstacle Training,INTENTIONLESS FLEABAGS,CORRECT,10,170
1/15/16 19:15,Setec Astronomy,Quilt by Association,CORDLESS,CORRECT,10,195
1/15/16 19:15,Metaphysical Plant,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",national acclaim,NOT CORRECT,0,130
1/15/16 19:15,Metaphysical Plant,Don't Cross an Alpha Bitch!,national acclaim,CORRECT,5,135
1/15/16 19:15,ET Phone In Answer,Obedience Training,FIREPROOF BREEDERS,NOT CORRECT,0,25
1/15/16 19:16,Frumious Bandersnatch,See Spot Run,AGFA,CORRECT,5,65
1/15/16 19:17,BAH Interlopers,Meshed Together,SEINE,CORRECT - DUPLICATE,0,15
1/15/16 19:17,Rage Against the Dying of the Warehouse,Ribbons,justified champions,CORRECT,10,160
1/15/16 19:17,I'm not a planet either,Always Amusing,usali,NOT CORRECT,0,10
1/15/16 19:17,Frumious Bandersnatch,Gaming the System,SWORD,NOT CORRECT,0,65
1/15/16 19:17,BELPEBAP,Before and After,WITHOUTPRESSURE,NOT CORRECT,0,0
1/15/16 19:18,Hunches in Bunches,Spot the Dog,Red Cent,CORRECT,5,105
1/15/16 19:18,Om Nom Nom Nom,Pictocryptolists,OUT,NOT CORRECT,0,35
1/15/16 19:18,‰Ïö‰Ïö‰Ïö Galactic Trendsetters ‰Ïö‰Ïö‰Ïö,Paddywhack,MILKDRY,CORRECT,5,110
1/15/16 19:19,Relatively Theoretical Constructs,Road Trip,Russia,NOT CORRECT,0,20
1/15/16 19:19,Death And Mayhem,Whistle Training,ECUADORIANHUNTERS,CORRECT,10,125
1/15/16 19:19,FIA,"Bits Of Nomenclature, Zoned Appropriately",Chinese Zodiac!!!!,NOT CORRECT,0,0
1/15/16 19:19,Metaphysical Plant,"The Dogged Pursuit of Justice, AKA: Caught Red-Handed",crown prince,CORRECT,5,140
1/15/16 19:19,"Immoral, Illegal, and Fattening",Always Amusing,USAGE,CORRECT,5,170
1/15/16 19:19,Team Unseen,Always Amusing,Ale,NOT CORRECT,0,30
1/15/16 19:20,Death And Mayhem,Spot the Dog,REDCENT,CORRECT,5,130
1/15/16 19:20,ET Phone In Answer,Obedience Training,LEAKPROOF BREEDERS,NOT CORRECT,0,25
1/15/16 19:20,Death And Mayhem,Ribbons,QUALIFIEDCHAMPIONS,NOT CORRECT,0,130
1/15/16 19:21,Death And Mayhem,Ribbons,JUSTIFIEDCHAMPIONS,CORRECT,10,140
